team1,team2,team1_score,team2_score,map,time,mode,player_1,kills_1,deaths_1,kd_1,hill_time_1,player_2,kills_2,deaths_2,kd_2,hill_time_2,player_3,kills_3,deaths_3,kd_3,hill_time_3,player_4,kills_4,deaths_4,kd_4,hill_time_4,player_5,kills_5,deaths_5,kd_5,hill_time_5,player_6,kills_6,deaths_6,kd_6,hill_time_6,player_7,kills_7,deaths_7,kd_7,hill_time_7,player_8,kills_8,deaths_8,kd_8,hill_time_8,first_kill_1,first_death_1,plant_1,defuse_1,first_kill_2,first_death_2,plant_2,defuse_2,first_kill_3,first_death_3,plant_3,defuse_3,first_kill_4,first_death_4,plant_4,defuse_4,first_kill_5,first_death_5,plant_5,defuse_5,first_kill_6,first_death_6,plant_6,defuse_6,first_kill_7,first_death_7,plant_7,defuse_7,first_kill_8,first_death_8,plant_8,defuse_8,captures_1,captures_2,captures_3,captures_4,captures_5,captures_6,captures_7,captures_8
Los Angeles Guerrillas,Atlanta FaZe,3,1, El Asilo,6:32, Control,Assault,9,14,0.64,,Exceed,8,16,0.50,,JoeDeceives,11,18,0.61,,Arcitys,7,14,0.50,,Cellium,13,8,1.63,,Simp,15,12,1.25,,aBeZy,27,8,3.38,,SlasheR,7,7,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,5,3,2
Los Angeles Guerrillas,Atlanta FaZe,250,102, Mercado,7:53, Hardpoint,Assault,16,18,0.89,0,Exceed,14,17,0.82,29,JoeDeceives,10,17,0.59,55,Arcitys,6,19,0.32,35,Cellium,26,10,2.60,29,Simp,11,12,0.92,51,aBeZy,20,14,1.43,99,SlasheR,14,10,1.40,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Guerrillas,Atlanta FaZe,6,5, El Asilo,11:20, Search and Destroy,Assault,9,8,1.12,,Exceed,4,10,0.40,,JoeDeceives,9,7,1.29,,Arcitys,10,8,1.25,,Cellium,7,8,0.88,,Simp,8,9,0.89,,aBeZy,7,8,0.88,,SlasheR,11,7,1.57,,2,1,0,0,0,3,0,0,0,3,3,1,1,1,0,0,2,1,0,0,2,1,3,0,1,0,1,0,3,1,0,0,,,,,,,,
Toronto Ultra,Los Angeles Guerrillas,250,219, Hotel,10:32, Hardpoint,Scrappy,22,26,0.85,71,Insight,16,17,0.94,112,CleanX,26,24,1.08,29,Standy,22,24,0.92,61,Assault,23,17,1.35,106,Exceed,26,27,0.96,46,JoeDeceives,20,22,0.91,113,Arcitys,22,20,1.10,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toronto Ultra,Los Angeles Guerrillas,4,6, Mercado,10:23, Search and Destroy,Scrappy,6,7,0.86,,Insight,5,7,0.71,,CleanX,12,7,1.71,,Standy,9,6,1.50,,Assault,7,8,0.88,,Exceed,8,7,1.13,,JoeDeceives,3,8,0.38,,Arcitys,9,9,1.00,,1,1,0,0,0,0,0,0,3,2,2,0,2,2,2,0,2,1,0,0,0,0,0,0,0,2,2,0,2,2,0,0,,,,,,,,
Toronto Ultra,Los Angeles Guerrillas,0,3, Hotel,6:18, Control,Scrappy,14,10,1.40,,Insight,11,5,2.20,,CleanX,18,8,2.25,,Standy,13,7,1.86,,Assault,6,14,0.43,,Exceed,8,13,0.62,,JoeDeceives,10,16,0.63,,Arcitys,6,13,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,9,7,4,0,3,1
Toronto Ultra,Los Angeles Guerrillas,88,250, Hydro,8:41, Hardpoint,Scrappy,18,15,1.20,65,Insight,16,17,0.94,103,CleanX,23,19,1.21,20,Standy,22,14,1.57,74,Assault,15,20,0.75,27,Exceed,17,22,0.77,4,JoeDeceives,19,17,1.12,61,Arcitys,14,20,0.70,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Vegas Legion,OpTic Texas,228,250, Mercado,11:17, Hardpoint,Temp,14,18,0.78,142,Clayster,28,20,1.40,44,TJHaLy,29,21,1.38,54,Prolute,19,27,0.70,41,iLLeY,21,21,1.00,86,Shotzzy,22,25,0.88,46,Dashy,23,23,1.00,60,Huke,20,21,0.95,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Vegas Legion,OpTic Texas,6,4, Mercado,9:24, Search and Destroy,Temp,3,9,0.33,,Clayster,3,6,0.50,,TJHaLy,9,7,1.29,,Prolute,10,7,1.43,,iLLeY,7,5,1.40,,Shotzzy,9,7,1.29,,Dashy,9,6,1.50,,Huke,4,7,0.56,,0,2,0,0,0,2,0,0,2,2,0,1,2,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,2,2,2,0,,,,,,,,
Las Vegas Legion,OpTic Texas,2,3, Hotel,13:31, Control,Temp,28,23,1.22,,Clayster,18,19,0.95,,TJHaLy,17,25,0.68,,Prolute,25,23,1.09,,iLLeY,15,20,0.75,,Shotzzy,28,26,1.08,,Dashy,22,22,1.00,,Huke,25,20,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,8,5,4,9,5
Las Vegas Legion,OpTic Texas,173,250, Hydro,10:07, Hardpoint,Temp,28,15,1.87,6,Clayster,17,17,1.00,97,TJHaLy,21,21,1.00,51,Prolute,21,18,1.17,107,iLLeY,15,23,0.65,27,Shotzzy,14,23,0.61,55,Dashy,28,18,1.56,24,Huke,14,23,0.61,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Mutineers,Boston Breach,247,250, Hydro,12:56, Hardpoint,Vikul,24,23,1.04,151,Havok,33,20,1.65,46,MajorManiak,20,20,1.00,35,Davpadie,25,24,1.04,43,Vivid,32,27,1.19,39,Methodz,13,25,0.52,83,Owakening,22,21,1.05,72,Nero,20,29,0.69,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida Mutineers,Boston Breach,6,2, Embassy,10:15, Search and Destroy,Vikul,7,5,1.40,,Havok,6,6,1.00,,MajorManiak,3,7,0.43,,Davpadie,5,7,0.71,,Vivid,7,7,1.00,,Methodz,8,4,2.00,,Owakening,5,5,1.00,,Nero,5,5,1.00,,1,2,1,0,0,3,1,0,1,0,0,0,1,0,0,0,1,2,0,0,2,0,0,1,0,1,1,1,2,0,1,0,,,,,,,,
Florida Mutineers,Boston Breach,3,1, El Asilo,11:56, Control,Vikul,15,21,0.71,,Havok,24,20,1.20,,MajorManiak,11,21,0.52,,Davpadie,23,24,0.96,,Vivid,22,23,0.96,,Methodz,22,15,1.47,,Owakening,24,14,1.71,,Nero,18,21,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,0,3,3,6,4
Florida Mutineers,Boston Breach,250,126, Embassy,8:53, Hardpoint,Vikul,11,24,0.46,70,Havok,13,24,0.54,22,MajorManiak,14,21,0.67,16,Davpadie,20,20,1.00,22,Vivid,27,17,1.59,43,Methodz,15,15,1.00,75,Owakening,20,13,1.54,111,Nero,27,13,2.08,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Subliners,Seattle Surge,250,171, Hotel,9:17, Hardpoint,KiSMET,13,22,0.59,57,Priestahh,11,20,0.55,71,Skyz,15,18,0.83,20,HyDra,23,23,1.00,43,Sib,25,14,1.79,65,Accuracy,18,15,1.20,132,Mack,18,14,1.29,74,Pred,22,19,1.15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Subliners,Seattle Surge,5,6, El Asilo,13:31, Search and Destroy,KiSMET,7,7,1.00,,Priestahh,7,7,1.00,,Skyz,12,7,1.71,,HyDra,8,8,1.00,,Sib,6,8,0.75,,Accuracy,3,10,0.30,,Mack,11,8,1.38,,Pred,9,8,1.12,,3,3,2,0,1,1,3,0,0,0,0,0,2,1,0,0,0,2,0,0,1,1,0,0,3,2,3,1,1,1,0,1,,,,,,,,
New York Subliners,Seattle Surge,3,1, Fortress,11:11, Control,KiSMET,19,32,0.59,,Priestahh,19,29,0.66,,Skyz,22,21,1.05,,HyDra,22,25,0.88,,Sib,29,22,1.32,,Accuracy,22,19,1.15,,Mack,20,23,0.87,,Pred,36,18,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,3,3,1,4
New York Subliners,Seattle Surge,250,197, Fortress,10:27, Hardpoint,KiSMET,18,28,0.64,96,Priestahh,24,22,1.09,26,Skyz,20,20,1.00,49,HyDra,25,30,0.83,36,Sib,31,18,1.72,137,Accuracy,26,23,1.12,54,Mack,18,22,0.82,53,Pred,25,24,1.04,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota RØKKR,Seattle Surge,121,250, Mercado,8:46, Hardpoint,Attach,22,15,1.47,40,Afro,24,15,1.60,46,Bance,21,12,1.75,104,Cammy,16,14,1.13,67,Sib,12,21,0.56,32,Accuracy,14,21,0.67,45,Mack,7,23,0.30,23,Pred,23,18,1.28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota RØKKR,Seattle Surge,5,6, Embassy,10:36, Search and Destroy,Attach,8,7,1.13,,Afro,14,6,2.33,,Bance,5,7,0.71,,Cammy,4,8,0.50,,Sib,6,10,0.60,,Accuracy,2,9,0.22,,Mack,8,7,1.13,,Pred,12,5,2.40,,1,0,1,0,3,0,0,1,0,3,2,0,2,2,0,1,2,3,0,0,0,0,0,0,0,1,3,0,3,2,1,1,,,,,,,,
Minnesota RØKKR,Seattle Surge,3,0, Hotel,7:52, Control,Attach,10,15,0.67,,Afro,13,18,0.72,,Bance,12,23,0.52,,Cammy,9,16,0.56,,Sib,18,13,1.38,,Accuracy,9,11,0.82,,Mack,19,10,1.90,,Pred,26,10,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1,3,3,4,0
Minnesota RØKKR,Seattle Surge,214,250, Hotel,10:15, Hardpoint,Attach,21,20,1.05,102,Afro,27,19,1.42,32,Bance,27,19,1.42,63,Cammy,20,22,0.91,77,Sib,22,24,0.92,27,Accuracy,15,21,0.71,128,Mack,22,23,0.96,74,Pred,21,27,0.78,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Breach,Los Angeles Thieves,145,250, Hydro,10:21, Hardpoint,Vivid,34,19,1.79,85,Methodz,21,17,1.24,61,Owakening,27,16,1.69,51,Nero,20,23,0.87,68,Octane,27,22,1.23,45,Drazah,20,25,0.80,5,Kenny,15,29,0.52,67,Envoy,13,26,0.50,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Breach,Los Angeles Thieves,1,6, Hotel,7:37, Search and Destroy,Vivid,8,3,2.67,,Methodz,8,2,4.00,,Owakening,2,4,0.50,,Nero,7,3,2.33,,Octane,2,6,0.33,,Drazah,3,6,0.50,,Kenny,3,6,0.50,,Envoy,4,7,0.56,,1,0,0,0,1,1,1,0,0,1,0,0,2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,3,0,0,,,,,,,,
Boston Breach,Los Angeles Thieves,3,2, Fortress,13:09, Control,Vivid,26,37,0.70,,Methodz,28,22,1.27,,Owakening,34,24,1.42,,Nero,21,29,0.72,,Octane,20,21,0.95,,Drazah,31,25,1.24,,Kenny,27,30,0.90,,Envoy,34,33,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,3,4,6,4,0
Boston Breach,Los Angeles Thieves,250,220, Hotel,10:34, Hardpoint,Vivid,18,28,0.64,39,Methodz,25,18,1.39,52,Owakening,21,25,0.84,43,Nero,19,25,0.76,114,Octane,24,21,1.13,141,Drazah,18,20,0.90,57,Kenny,23,21,1.10,58,Envoy,31,21,1.48,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Breach,Los Angeles Thieves,6,5, El Asilo,12:03, Search and Destroy,Vivid,5,7,0.71,,Methodz,2,9,0.22,,Owakening,6,8,0.75,,Nero,16,8,2.00,,Octane,6,8,0.75,,Drazah,12,6,2.00,,Kenny,5,8,0.63,,Envoy,9,7,1.29,,0,3,2,0,0,2,0,0,0,1,0,0,5,0,4,0,2,1,0,1,3,0,1,0,1,4,1,1,0,0,1,1,,,,,,,,
OpTic Texas,Atlanta FaZe,250,189, Embassy,12:05, Hardpoint,iLLeY,24,28,0.86,54,Shotzzy,24,26,0.92,33,Dashy,32,24,1.33,68,Huke,23,28,0.82,35,Celium,31,19,1.63,62,Simp,28,30,0.93,65,aBeZy,24,29,0.83,75,SlasheR,23,25,0.92,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpTic Texas,Atlanta FaZe,6,1, Embassy,6:47, Search and Destroy,iLLeY,5,7,0.71,,Shotzzy,2,7,0.28,,Dashy,6,6,1.00,,Huke,4,6,0.67,,Celium,9,1,9.00,,Simp,5,7,0.71,,aBeZy,9,6,1.50,,SlasheR,3,3,1.00,,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,1,3,0,0,0,0,0,,,,,,,,
OpTic Texas,Atlanta FaZe,2,3, Hotel,13:21, Control,iLLeY,19,22,0.86,,Shotzzy,28,30,0.93,,Dashy,27,22,1.23,,Huke,21,18,1.17,,Celium,21,22,0.95,,Simp,26,27,0.96,,aBeZy,32,22,1.45,,SlasheR,13,24,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,5,14,5,5,6,7
OpTic Texas,Atlanta FaZe,248,250, Hotel,11:58, Hardpoint,iLLeY,24,28,0.86,87,Shotzzy,25,31,0.81,75,Dashy,41,23,1.78,102,Huke,22,26,0.85,59,Celium,22,26,0.85,60,Simp,35,31,1.12,121,aBeZy,28,29,0.97,44,SlasheR,23,26,0.88,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpTic Texas,Atlanta FaZe,4,6, Fortress,9:39, Search and Destroy,iLLeY,4,7,0.56,,Shotzzy,10,8,1.25,,Dashy,9,6,1.50,,Huke,6,7,0.86,,Celium,6,6,1.00,,Simp,3,8,0.38,,aBeZy,11,8,1.38,,SlasheR,8,7,1.13,,0,0,1,0,3,4,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,4,2,1,0,0,0,0,0,,,,,,,,
